Name,Image URL
Intel Core i5-8400 2.8 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/066a1b8f33dd5d26a14a4a76eb254032.256p.jpg
Intel Core i3-13100F 3.4 GHz Quad-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/735d84f17256242adcfad88d56d590bf.256p.jpg
Intel Core i9-11900K 3.5 GHz 8-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/eb8ef73f5460ac6ad82f634b2dcf793a.256p.jpg
Intel Core i3-14100 3.5 GHz Quad-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/874cc0e600bde06d75755309677a87e2.1600.jpg
Intel Core Ultra 9 285 2.5 GHz 24-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/a051aaa938a14c4da1beb701532ad526.256p.jpg
Intel Core i7-6950X 3 GHz 10-Core OEM/Tray Processor,https:https://m.media-amazon.com/images/I/511IqL3RMBL.jpg.1600.jpg
Intel Core Ultra 7 265F 2.4 GHz 20-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/c00ff53f4acdc4d3992f146486edf1ff.256p.jpg
Intel Core i3-10100F 3.6 GHz Quad-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/1b6a8775e713620ebc864fb7bcc38ce5.256p.jpg
Intel Core i5-8600K 3.6 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/aa134167a714bcf301976f148b735237.256p.jpg
Intel Core i3-8100 3.6 GHz Quad-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/907d3d6fa5bcbf87be2045d806ccadd7.256p.jpg
AMD Ryzen 5 3500X 3.6 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/7f766d0fb14c24f0cd101da14ec6d0a0.256p.jpg
Intel Core i5-6600K 3.5 GHz Quad-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/39c7a343d00445b6e0e5d54d4b7ed561.256p.jpg
Intel Core i5-10600K 4.1 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/cec5ee818776737baefc9603bdbf9391.256p.jpg
Intel Core i7-12700 2.1 GHz 12-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/c8944273cfc755a0b216001a90b9fba2.256p.jpg
Intel Core i7-11700F 2.5 GHz 8-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/fd3cc64653e9040372bb3570a019e71e.256p.jpg
AMD Ryzen 3 3100 3.6 GHz Quad-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/614673693f9281d17b521cbf52799c68.256p.jpg
Intel Core i5-13400 2.5 GHz 10-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/1fa41c2b4b5cf8ab078c42259685c8ed.256p.jpg
Intel Xeon E5-2630 V2 2.6 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/3566a2b4f938d244ff5555cc5ad8fd52.256p.jpg
Intel Core i9-10850K 3.6 GHz 10-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/16f496383b11d89632a9edf7ef503aea.256p.jpg
Intel Core i7-4770K 3.5 GHz Quad-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/0817a8a69b3fa53b911056cd5c01262e.256p.jpg
Intel Core i7-10700 2.9 GHz 8-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/6e4a9298687049841d3cb15170acc4cc.256p.jpg
AMD Ryzen 7 1700 3 GHz 8-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/d57406e2534cf5ae6cb9141e656374f4.256p.jpg
Intel Core i9-13900KF 3 GHz 24-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/ef583b00501fbe1d9df909c3ffe2b413.256p.jpg
Intel Core i7-9700F 3 GHz 8-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/7fd1b17d82ba2d66a75dd8911b3a3d1b.256p.jpg
Intel Core i9-13900KS 3 GHz 24-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/4129af6f0163dfd9dad75e57aae5a99d.256p.jpg
Intel Core i5-14500 2.6 GHz 14-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/c70c79371c7131082c89348493ae7998.1600.jpg
AMD Ryzen 7 3700X 3.6 GHz 8-Core OEM/Tray Processor,https://cdna.pcpartpicker.com/static/forever/images/product/e729f016407018e8894b7db7eac671e8.256p.jpg
Intel Core i7-9700 3 GHz 8-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/078cc8a672758e9b2e5314d9ab1f9244.256p.jpg
Intel Xeon E5-2687W V4 3 GHz 12-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/acbbf09e0391f7599810e37d7ed1f9de.256p.jpg
AMD Athlon 3000G (14nm) 3.5 GHz Dual-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/4cca7584d65df7a4e4b5298805e9552f.1600.jpg
Intel Core i7-3770K 3.5 GHz Quad-Core Processor,https:https://m.media-amazon.com/images/I/51YOxrhsT8L.jpg
Intel Core i5-11400 2.6 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/c770299ed161e4589288e53b3c315088.256p.jpg
AMD EPYC 4564P 4.5 GHz 16-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/bd024a4feb6bc64debca06eba27ce0c7.256p.jpg
Intel Core i5-11600K 3.9 GHz 6-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/6881ec4618066263cbe6904e95ae9278.256p.jpg
Intel Core i7-11700KF 3.6 GHz 8-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/965ab64fbbbf1a096201650af8b88699.256p.jpg
Intel Core i7-4770 3.4 GHz Quad-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/2ee894e25a22610fb14cef95c9ce94b5.1600.jpg
AMD Ryzen 9 3900XT 3.8 GHz 12-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/bb4c0b72e3f78893b1e5b19ab570b2c1.256p.jpg
AMD Ryzen 5 2400G 3.6 GHz Quad-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/320f71912f65606aa2075161dc798c3d.1600.jpg
Intel Core Ultra 5 235 3.4 GHz 14-Core Processor,https://cdna.pcpartpicker.com/static/forever/images/product/e252c9d0aba0219dcae0b0bcd3894808.256p.jpg
AMD Ryzen 5 3600 3.6 GHz 6-Core OEM/Tray Processor,https://cdna.pcpartpicker.com/static/forever/images/product/1c98c8fccc44a3696129e74df5243312.256p.jpg
